t,pos,pos_d,vel,"cmd(thr,r,p,y)",fhat,fa_obs,dhat_xyz
48.520000,"[-6.515874862670898, -4.899383544921875, -9.940330505371094]","[-7.660936801517561, -4.923905688042953, -10.0]","[2.447343587875366, 0.3486116826534271, 0.021339109167456627]","[0.5971440233555417, 0.15989280495922906, 0.07122302938981159, 0.0]","[0.569017231464386, 0.8774735331535339, 0.022179454565048218]","[0.3752310276031494, 1.8091628551483154, -0.10277271270751953]","[-1.0779508333063688, -1.4838304361285115, -17.72754877733421]"
48.530000,"[-6.479082107543945, -4.893903732299805, -9.94001293182373]","[-7.628704727573177, -4.9323493026551954, -10.0]","[2.458223581314087, 0.3820345997810364, 0.021036159247159958]","[0.5977000131124371, 0.160020610433766, 0.07089330539807742, 0.0]","[0.5709816217422485, 0.8842322826385498, -0.005872732028365135]","[0.3693700432777405, 1.8005446195602417, -0.10068321228027344]","[-1.0719096642202068, -1.478986315837287, -17.72552549312432]"
48.540000,"[-6.442126750946045, -4.8879218101501465, -9.93970012664795]","[-7.596281936407932, -4.940299686447451, -10.0]","[2.4690184593200684, 0.41542932391166687, 0.02058037556707859]","[0.5980725313865572, 0.1601348291013374, 0.0705745402857199, 0.0]","[0.5700191855430603, 0.8885597586631775, -0.023657407611608505]","[0.36418312788009644, 1.7931662797927856, -0.10362911224365234]","[-1.0658692427723082, -1.4741177652786897, -17.723233829796133]"
48.550000,"[-6.405010223388672, -4.881439208984375, -9.939395904541016]","[-7.563669238589914, -4.947756044387963, -10.0]","[2.4797379970550537, 0.44881048798561096, 0.019894784316420555]","[0.5983524062176264, 0.16022784244597946, 0.07026168005612224, 0.0]","[0.5679944753646851, 0.8919508457183838, -0.03804509714245796]","[0.35967570543289185, 1.7868413925170898, -0.111572265625]","[-1.0598173048017814, -1.4692145368031204, -17.720728420996856]"
48.560000,"[-6.367733478546143, -4.87445592880249, -9.939104080200195]","[-7.530867449434874, -4.954717630847153, -10.0]","[2.4903745651245117, 0.48215892910957336, 0.01911437138915062]","[0.5985976756747684, 0.16030490905498906, 0.06995693770464799, 0.0]","[0.5654839277267456, 0.8947820067405701, -0.05113530531525612]","[0.3554162383079529, 1.780881404876709, -0.11927986145019531]","[-1.0537485918979925, -1.4642710853044067, -17.718030486011696]"
48.570000,"[-6.330297946929932, -4.866973876953125, -9.938823699951172]","[-7.497877388985829, -4.961183749672176, -10.0]","[2.5009284019470215, 0.5154687166213989, 0.018271632492542267]","[0.5988235117141549, 0.1603669383015107, 0.06966021197604863, 0.0]","[0.5626935362815857, 0.897076427936554, -0.06349828839302063]","[0.3512227535247803, 1.7751480340957642, -0.12587738037109375]","[-1.0476603207613877, -1.459282205693955, -17.715152177097092]"
48.580000,"[-6.2927045822143555, -4.858991622924805, -9.938555717468262]","[-7.4646998819925745, -4.967153754256539, -10.0]","[2.5114028453826904, 0.5487366318702698, 0.017378874123096466]","[0.5990332558232886, 0.16041230534003106, 0.06936984977957447, 0.0]","[0.5596626996994019, 0.8988362550735474, -0.07526326179504395]","[0.34709882736206055, 1.769452452659607, -0.13137531280517578]","[-1.0415501376493521, -1.4542426827495898, -17.712103549429962]"
48.590000,"[-6.254954814910889, -4.850511074066162, -9.938302040100098]","[-7.431335757891056, -4.972627047604757, -10.0]","[2.521801233291626, 0.5819616317749023, 0.016442403197288513]","[0.5992282990176634, 0.16044012320243173, 0.0690842564100714, 0.0]","[0.5563814640045166, 0.9000625610351562, -0.08650612086057663]","[0.3431006073951721, 1.7637302875518799, -0.1359415054321289]","[-1.0354155352345094, -1.4491473151909102, -17.708893476651795]"
48.600000,"[-6.217048645019531, -4.8415327072143555, -9.93806266784668]","[-7.397785850782639, -4.977603082392056, -10.0]","[2.53212571144104, 0.6151429414749146, 0.015469059348106384]","[0.5994101370952977, 0.1604486970664868, 0.06880168005241057, 0.0]","[0.5528417825698853, 0.9007584452629089, -0.09724219888448715]","[0.3392285704612732, 1.7580418586730957, -0.1396636962890625]","[-1.029253862267505, -1.443990908288195, -17.705530499810166]"
48.610000,"[-6.178989410400391, -4.832056522369385, -9.937838554382324]","[-7.364050999413254, -4.982081361019106, -10.0]","[2.5423786640167236, 0.6482784748077393, 0.014465833082795143]","[0.5995791711072702, 0.16043635678041268, 0.06852203357948311, 0.0]","[0.549062192440033, 0.9007946252822876, -0.10746154189109802]","[0.3354196548461914, 1.7523971796035767, -0.1426248550415039]","[-1.0230627037427993, -1.4387666908393548, -17.70202323015388]"
48.620000,"[-6.14077615737915, -4.822083950042725, -9.937628746032715]","[-7.330132047152427, -4.986061435661774, -10.0]","[2.5525636672973633, 0.6813678741455078, 0.013427129946649075]","[0.5997346278063549, 0.16040155307592346, 0.068242415428524, 0.0]","[0.5450150966644287, 0.9001831412315369, -0.11719165742397308]","[0.3317738175392151, 1.7467832565307617, -0.14522075653076172]","[-1.0168392305245502, -1.4334680167493004, -17.698379924486204]"
48.630000,"[-6.102410793304443, -4.811615467071533, -9.937435150146484]","[-7.296029841972199, -4.989542908315914, -10.0]","[2.5626821517944336, 0.714408278465271, 0.012365242466330528]","[0.5998779927185198, 0.16034314791193327, 0.06796227686877118, 0.0]","[0.5406962037086487, 0.8989155292510986, -0.12643390893936157]","[0.32824617624282837, 1.7411353588104248, -0.14726734161376953]","[-1.0105805596293727, -1.4280881297018695, -17.694608686269074]"
48.640000,"[-6.063894271850586, -4.8006510734558105, -9.937257766723633]","[-7.261745236425923, -4.99252543083716, -10.0]","[2.5727365016937256, 0.7473995685577393, 0.011275866068899632]","[0.6000086375749093, 0.1602587036857902, 0.06768013797297104, 0.0]","[0.5360976457595825, 0.8969605565071106, -0.13521350920200348]","[0.32486987113952637, 1.7355303764343262, -0.14905929565429688]","[-1.0042836814938485, -1.4226198468700448, -17.690717305341547]"
48.650000,"[-6.017475605010986, -4.786841869354248, -9.937067031860352]","[-7.227279087626952, -4.995008704975748, -10.0]","[2.584719181060791, 0.7869200706481934, 0.009945196099579334]","[0.6001089381187421, 0.1564964526141416, 0.06303921279195517, 0.0]","[0.5304900407791138, 0.8937937617301941, -0.1446598470211029]","[0.3723902106285095, 1.895291805267334, -0.15633487701416016]","[-0.9977640835030065, -1.4169255989527905, -17.686699039554966]"
48.660000,"[-5.9786295890808105, -4.774791240692139, -9.936925888061523]","[-7.192632257227211, -4.996992482406331, -10.0]","[2.594637870788574, 0.8197941184043884, 0.008818679489195347]","[0.6002187147705502, 0.15630247600789432, 0.06272183284868342, 0.0]","[0.5251324772834778, 0.890159010887146, -0.15271790325641632]","[0.35633575916290283, 1.8478635549545288, -0.1560516357421875]","[-0.9911973640322241, -1.4111231809049714, -17.682572989791442]"
48.670000,"[-5.939635276794434, -4.7622480392456055, -9.93680191040039]","[-7.157805611395655, -4.998476564752821, -10.0]","[2.604491710662842, 0.8526051044464111, 0.007684779353439808]","[0.6003412523421658, 0.1560821727815716, 0.062395159387210304, 0.0]","[0.5188753604888916, 0.8849807977676392, -0.16120757162570953]","[0.3454536199569702, 1.8127117156982422, -0.15483951568603516]","[-0.9845730724036605, -1.4051952027193004, -17.678333256107564]"
48.680000,"[-5.900493621826172, -4.749213695526123, -9.936695098876953]","[-7.122800020796616, -4.999460803608218, -10.0]","[2.614239454269409, 0.8853093981742859, 0.006537971086800098]","[0.6004920614417583, 0.1558494502730961, 0.06207000522855432, 0.0]","[0.5108310580253601, 0.8772753477096558, -0.17102724313735962]","[0.33903181552886963, 1.787054419517517, -0.15242290496826172]","[-0.9778705975073462, -1.3991129630120716, -17.67396054556388]"
48.690000,"[-5.861207008361816, -4.73568868637085, -9.936606407165527]","[-7.0876163605680365, -4.999945100549459, -10.0]","[2.6238510608673096, 0.9178809523582458, 0.0053682997822761536]","[0.6006236451698056, 0.15560800113876336, 0.06176719066731008, 0.0]","[0.5021542906761169, 0.8685951828956604, -0.18035976588726044]","[0.33237355947494507, 1.7645460367202759, -0.15076828002929688]","[-0.9710835689769877, -1.3928666542968025, -17.669462997572307]"
48.700000,"[-5.82967472076416, -4.724518299102783, -9.93654727935791]","[-7.052255510299589, -4.999929407147252, -10.0]","[2.6314547061920166, 0.9438602924346924, 0.004415242932736874]","[0.6007468278721583, 0.15918784474220207, 0.06586936827336629, 0.0]","[0.49501872062683105, 0.8612414598464966, -0.18717384338378906]","[0.2758678197860718, 1.5807268619537354, -0.14395618438720703]","[-0.9644058063132622, -1.386606167113939, -17.664875937820224]"
48.710000,"[-5.790131092071533, -4.710116863250732, -9.936490058898926]","[-7.016718354010689, -4.999413724970924, -10.0]","[2.640873670578003, 0.9762539267539978, 0.003209885209798813]","[0.6008184826626184, 0.15895144175643391, 0.06561825096509434, 0.0]","[0.4871704578399658, 0.852156400680542, -0.1936657875776291]","[0.28100264072418213, 1.6054091453552246, -0.14524459838867188]","[-0.9576554798778537, -1.3801813156676233, -17.660208034318682]"
48.720000,"[-5.742493629455566, -4.692194938659668, -9.936445236206055]","[-6.981005780128392, -4.998398105588263, -10.0]","[2.6520638465881348, 1.0149997472763062, 0.0017419462092220783]","[0.6008254994587089, 0.15477037785313896, 0.06097608587784421, 0.0]","[0.4784435033798218, 0.8409239053726196, -0.19975244998931885]","[0.33025091886520386, 1.7838647365570068, -0.15348052978515625]","[-0.9506476911251927, -1.3734320480189426, -17.655469639753267]"
48.730000,"[-5.710623264312744, -4.6798601150512695, -9.936429977416992]","[-6.945118681465186, -4.996882650560362, -10.0]","[2.6594815254211426, 1.0407750606536865, 0.0007600694079883397]","[0.6008690724034363, 0.15836977635813654, 0.06511121514389771, 0.0]","[0.47289618849754333, 0.833641767501831, -0.20299668610095978]","[0.2691490054130554, 1.5884040594100952, -0.14749431610107422]","[-0.943770873468629, -1.366678161852827, -17.650696897810892]"
48.740000,"[-5.670660495758057, -4.664007186889648, -9.93642807006836]","[-6.909057955196668, -4.99486751143146, -10.0]","[2.6687402725219727, 1.0729646682739258, -0.00045244942884892225]","[0.6011971219676518, 0.15800192495623797, 0.06484390397096335, 0.0]","[0.4661237895488739, 0.8131226897239685, -0.22897189855575562]","[0.27051806449890137, 1.6033271551132202, -0.14379310607910156]","[-0.9368351159739523, -1.3596257068337074, -17.645552663965834]"
48.750000,"[-5.63055944442749, -4.647671699523926, -9.936444282531738]","[-6.872824502839117, -4.99235288971379, -10.0]","[2.6779468059539795, 1.1050690412521362, -0.0016544581158086658]","[0.6013163595101693, 0.15759448852765617, 0.06455530134192472, 0.0]","[0.4575197696685791, 0.7963805198669434, -0.2387070208787918]","[0.2745409607887268, 1.61733078956604, -0.14179325103759766]","[-0.9298186452460862, -1.3523211117866436, -17.640280871152747]"
48.760000,"[-5.590321063995361, -4.630855083465576, -9.936478614807129]","[-6.836419230226954, -4.98933903686743, -10.0]","[2.6870768070220947, 1.1370623111724854, -0.0028824282344430685]","[0.6013356176023206, 0.15715393462583574, 0.06427240804500117, 0.0]","[0.4498136043548584, 0.7832890152931213, -0.2429770827293396]","[0.2743232846260071, 1.6224991083145142, -0.14261436462402344]","[-0.9227327291570276, -1.3448095637464075, -17.634964373935116]"
48.770000,"[-5.541853904724121, -4.610042572021484, -9.936543464660645]","[-6.7998430474901, -4.985826254275152, -10.0]","[2.698000907897949, 1.1753997802734375, -0.0044035292230546474]","[0.6012438574212435, 0.1525415544298459, 0.0595302602863451, 0.0]","[0.44290536642074585, 0.7717894315719604, -0.24488353729248047]","[0.3173651099205017, 1.7832577228546143, -0.1529102325439453]","[-0.9154096104024195, -1.3369665319734527, -17.62964384735991]"
48.780000,"[-5.509433746337891, -4.5957841873168945, -9.936602592468262]","[-6.763096869031216, -4.981814893212289, -10.0]","[2.705278158187866, 1.200926423072815, -0.005410935264080763]","[0.6012568651201693, 0.15608287878883143, 0.06363221525988987, 0.0]","[0.4372726380825043, 0.7612593770027161, -0.24586716294288635]","[0.2587718367576599, 1.584141731262207, -0.14588165283203125]","[-0.9082186263561042, -1.329092371142856, -17.624325273941373]"
48.790000,"[-5.468785762786865, -4.577530860900879, -9.936692237854004]","[-6.72618161350285, -4.977305354811602, -10.0]","[2.714344024658203, 1.23274827003479, -0.00663720304146409]","[0.6012291175082551, 0.15548362654680478, 0.06327930177743261, 0.0]","[0.42948150634765625, 0.7460211515426636, -0.2471013069152832]","[0.2629569172859192, 1.5969462394714355, -0.14596176147460938]","[-0.90095658243667, -1.3209874215186892, -17.619009002805324]"
48.800000,"[-5.42800235748291, -4.558801174163818, -9.936800956726074]","[-6.689098203784468, -4.972298090023175, -10.0]","[2.723332643508911, 1.2644320726394653, -0.007842140272259712]","[0.601200548350056, 0.1548552296753616, 0.06291826176648357, 0.0]","[0.42027777433395386, 0.7287071347236633, -0.24845071136951447]","[0.26661622524261475, 1.6046079397201538, -0.14521217346191406]","[-0.8936069754196388, -1.312628299225312, -17.613693500070468]"
48.810000,"[-5.387084484100342, -4.539597511291504, -9.936927795410156]","[-6.651847566959383, -4.966793599569314, -10.0]","[2.732250452041626, 1.2960033416748047, -0.00902689341455698]","[0.6011425567069977, 0.15418581614023424, 0.06256126880593214, 0.0]","[0.4127655029296875, 0.7147098183631897, -0.24891580641269684]","[0.26533401012420654, 1.6042876243591309, -0.145416259765625]","[-0.8861904690295044, -1.3040560005952717, -17.60839221685157]"
48.820000,"[-5.346033096313477, -4.519920825958252, -9.937071800231934]","[-6.614430634291573, -4.960792433894476, -10.0]","[2.741147041320801, 1.3275151252746582, -0.010185354389250278]","[0.601072285568825, 0.1534565853191538, 0.062184927050715, 0.0]","[0.40645790100097656, 0.7016481161117554, -0.24848918616771698]","[0.2628461718559265, 1.6027549505233765, -0.14539241790771484]","[-0.878721285817859, -1.2952822604227467, -17.603118597981155]"
48.830000,"[-5.296595573425293, -4.49568510055542, -9.937267303466797]","[-6.576848341202407, -4.95429519311023, -10.0]","[2.7517991065979004, 1.365215539932251, -0.011529959738254547]","[0.6009482985044857, 0.1483413527345159, 0.05727247534729389, 0.0]","[0.39829280972480774, 0.6831374764442444, -0.2474159598350525]","[0.30737370252609253, 1.7615293264389038, -0.1504058837890625]","[-0.8709971088210603, -1.2860886988249338, -17.597886525173305]"
48.840000,"[-5.263530731201172, -4.479151725769043, -9.937411308288574]","[-6.5391016272472555, -4.947302526935238, -10.0]","[2.7588655948638916, 1.390249252319336, -0.012396306730806828]","[0.6009327386249484, 0.1518317100972042, 0.061331564152964334, 0.0]","[0.3913792371749878, 0.6677228808403015, -0.24642612040042877]","[0.25116652250289917, 1.5618692636489868, -0.1408376693725586]","[-0.8633923680708901, -1.2768210863947849, -17.592686183292052]"
48.850000,"[-5.222081661224365, -4.45806360244751, -9.937604904174805]","[-6.501191436092001, -4.939815134630292, -10.0]","[2.7676455974578857, 1.421424388885498, -0.013439184054732323]","[0.6008682046554954, 0.15096760050595948, 0.06088775985648525, 0.0]","[0.38256460428237915, 0.6488609910011292, -0.24514980614185333]","[0.2551465630531311, 1.5698903799057007, -0.13830947875976562]","[-0.8557047178616307, -1.2672855669681984, -17.587525856373464]"
48.860000,"[-5.180501461029053, -4.4365081787109375, -9.937814712524414]","[-6.463118715489448, -4.931833764928382, -10.0]","[2.776333808898926, 1.4524385929107666, -0.014460594393312931]","[0.6007960383367973, 0.15006959759160637, 0.06043899753979365, 0.0]","[0.37232622504234314, 0.6271044015884399, -0.24329285323619843]","[0.2585213780403137, 1.5753318071365356, -0.13556480407714844]","[-0.847917640292776, -1.2574489490592475, -17.58241436972898]"
48.870000,"[-5.138791084289551, -4.41448974609375, -9.93803882598877]","[-6.424884417255628, -4.9233592159598265, -10.0]","[2.7849361896514893, 1.483293890953064, -0.015454440377652645]","[0.6007009218902403, 0.14913595012252712, 0.05999817694593817, 0.0]","[0.36412519216537476, 0.6088306903839111, -0.240867480635643]","[0.25660228729248047, 1.5732299089431763, -0.13399505615234375]","[-0.8400560742105779, -1.2473545555932557, -17.577360222426808]"
48.880000,"[-5.096951961517334, -4.392009258270264, -9.938278198242188]","[-6.386489497246005, -4.914392335172462, -10.0]","[2.793508529663086, 1.5140477418899536, -0.01641426607966423]","[0.6005978025872585, 0.14814759131119154, 0.059540448283372106, 0.0]","[0.35753628611564636, 0.5928136110305786, -0.23794353008270264]","[0.2533060908317566, 1.5689396858215332, -0.1325969696044922]","[-0.8321391906135652, -1.237030247891259, -17.572370794819303]"
